genes	logFC	FDR	fact	stage	dnds	avr_exp	avr_exp_f	avr_exp_m
TCM_08018	-0.185775441	0.843681535	Not DE	juv	0.5415	6.254109248	6.58081799	7.360395174
TCM_08019	-0.424558699	0.794697678	Not DE	juv	0.5125	4.675993558	2.955097177	3.936619536
TCM_08020	0.691878782	0.579777873	Not DE	juv	0.001	13.54802846	2.941707971	1.774510332
TCM_08021	0.891659678	0.522078598	Not DE	juv	NA	3.090968012	1.259256213	0.662886554
TCM_08022	-0.495109116	0.608549131	Not DE	juv	0.001	36.38353091	26.61109128	36.90883497
TCM_08023	0.03944561	0.96470392	Not DE	juv	0.0407	49.38751491	57.99295117	55.82865587
TCM_08024	0.817838916	0.5779899	Not DE	juv	NA	21.29778481	25.91867376	15.63438984
TCM_08025	1.75942052	0.155690228	Not DE	juv	NA	4.158340556	3.046911848	0.905832642
TCM_08026	0.351660739	0.844464095	Not DE	juv	0.0887	1.648946785	2.516469094	1.933932943
TCM_08027	-0.379674401	0.640561544	Not DE	juv	0.2318	26.41224831	25.45824119	31.72372022
TCM_08028	-0.553086904	0.556229984	Not DE	juv	0.1031	4.175610379	3.009259211	4.378026569
TCM_08029	0.200915956	0.756758923	Not DE	juv	0.0388	318.3608341	549.2857347	481.134732
TCM_08030	-0.264685936	0.801844572	Not DE	juv	0.3422	28.66764008	30.2651759	36.26408443
TCM_08031	-0.063008708	0.942549002	Not DE	juv	0.078	59.13656475	44.3933719	45.57072488
TCM_08033	0.093953621	0.900537162	Not DE	juv	NA	19.72552835	19.45192649	18.0912881
TCM_08034	-0.349922385	0.773600848	Not DE	juv	0.1868	36.78300749	35.55159935	45.16477216
TCM_08035	-0.065253128	0.948125166	Not DE	juv	0.2352	30.1441446	37.90725448	39.19968154
TCM_08036	0.051215369	0.971021086	Not DE	juv	NA	4.542082908	4.827540027	4.520210909
TCM_08037	0.182299724	0.856582509	Not DE	juv	NA	13.16822025	14.70834718	12.41978211
TCM_08038	0.416661153	0.709407934	Not DE	juv	0.4259	6.960435662	9.422850246	6.699024573
TCM_08039	0.716392903	0.294590548	Not DE	juv	0.0496	66.55716308	97.97950691	59.5507745
TCM_08040	0.441541272	0.678387439	Not DE	juv	NA	2.139389494	3.359098539	2.528529365
TCM_08041	0.252408749	0.921741303	Not DE	juv	NA	11.80881518	8.003305731	6.260197296
TCM_08043	0.043740643	0.96470392	Not DE	juv	0.1646	48.97495194	44.25804418	42.62461874
TCM_08044	-0.077504343	0.935638725	Not DE	juv	0.1552	57.47224949	96.23375392	99.01303682
TCM_08045	-0.048017897	0.959479286	Not DE	juv	0.001	46.74497066	63.69098415	65.59706993
TCM_08046	-0.033797119	0.977208021	Not DE	juv	NA	60.94446752	48.60114283	48.50447546
TCM_08047	-0.925471911	0.718099015	Not DE	juv	NA	1.917655509	0.531586665	1.001548306
TCM_08048	-0.367703051	0.876884488	Not DE	juv	NA	1.974917753	0.763453454	0.990385928
TCM_08049	-0.425025014	0.816194773	Not DE	juv	0.0066	11.86872425	5.949839823	7.689285358
TCM_08050	-0.230448296	0.743042829	Not DE	juv	0.001	408.6316354	293.4310336	333.2699578
TCM_08051	0.11797131	0.923044807	Not DE	juv	0.2684	18.29009148	26.49476835	25.38526963
TCM_08052	0.518936725	0.73100959	Not DE	juv	0.1225	7.373881579	5.250459736	3.822712674
TCM_08053	-0.190076517	0.840015939	Not DE	juv	0.2154	44.07379444	27.00994915	29.58766816
TCM_08054	-0.381226714	0.657551078	Not DE	juv	NA	58.16729138	36.9230972	46.98276777
TCM_08055	0.427787967	0.670950285	Not DE	juv	0.3118	14.33618528	16.36814418	12.13394635
TCM_08057	-0.033904026	0.980137509	Not DE	juv	0.3239	68.31211968	109.2750851	111.4405713
TCM_08058	-0.230397794	0.760709778	Not DE	juv	0.4266	79.53959626	109.4670313	125.7119284
TCM_08059	0.198911307	0.79762868	Not DE	juv	0.0565	37.29796494	65.71097005	57.16936476
TCM_08060	0.709772604	0.577397428	Not DE	juv	NA	16.41709741	18.55678921	11.84510203
TCM_08061	-0.025439544	0.979938999	Not DE	juv	NA	148.2095642	82.82120269	81.93129214
TCM_08063	-0.095042891	0.940781274	Not DE	juv	NA	12.96195827	9.039376915	9.314821108
TCM_08064	0.144368238	0.938634425	Not DE	juv	NA	31.96089386	53.55899811	48.06378457
TCM_08065	0.836130591	0.521135927	Not DE	juv	0.0772	5.361944727	4.675486325	2.762949634
TCM_08066	0.82322316	0.709825034	Not DE	juv	NA	29.62860399	13.85582576	8.721564096
TCM_08067	0.709944597	0.721232424	Not DE	juv	NA	8.993979953	2.763943563	1.844583089
TCM_08068	0.033008859	0.96901029	Not DE	juv	0.2306	54.99387597	56.98834473	55.68490735
TCM_08069	-1.525399949	0.004522241	Any_m_biased	juv	0.3006	15.55897094	11.49599394	33.30628196
TCM_08070	0.110825087	0.942295795	Not DE	juv	0.2813	4.162727159	4.818860326	4.653501693
TCM_08072	-0.646245847	0.604478882	Not DE	juv	NA	7.405824942	3.240343588	5.047514526
TCM_08073	0.082809769	0.923044807	Not DE	juv	NA	46.88892875	56.33168024	51.76966684
TCM_08074	0.451044837	0.546867016	Not DE	juv	0.001	155.5920067	235.0156004	169.7781694
TCM_08075	-0.119191254	0.914068153	Not DE	juv	NA	7.0977379	5.985158498	6.230959571
TCM_08077	-0.408845319	0.881017609	Not DE	juv	NA	0.690904964	0.658203199	0.930789063
TCM_08078	0.125966776	0.918376349	Not DE	juv	0.2537	27.10164906	26.17020693	24.1294507
TCM_08079	0.353744694	0.943679881	Not DE	juv	0.0163	0.293842423	0.495851197	0.398419993
TCM_08081	0.056942933	0.95063511	Not DE	juv	0.4959	19.61805555	21.58174416	20.3763273
TCM_08082	0.381364924	0.641124483	Not DE	juv	NA	11.07202404	11.9276344	9.270235207
TCM_08083	0.282572859	0.717001468	Not DE	juv	NA	12.73272215	13.89071406	11.44414396
TCM_08084	0.874289777	0.679047869	Not DE	juv	NA	1.940525729	1.407425382	0.803764369
TCM_08085	-2.134646583	0.088104008	Not DE	juv	NA	1.835401082	0.944194799	4.304400497
TCM_08086	0.449736541	0.635782212	Not DE	juv	0.2041	125.6345322	157.4600557	113.2802489
TCM_08087	-0.377924252	0.681061195	Not DE	juv	NA	232.1138195	166.3410531	206.3010555
TCM_08088	-0.933322987	0.13116567	Not DE	juv	NA	132.7929456	122.3020014	232.5156434
TCM_08089	0.196718855	0.824334487	Not DE	juv	0.0293	116.0883573	142.9361357	125.2583777
TCM_08090	0.410655667	0.646595589	Not DE	juv	0.9778	10.24124656	11.5785813	8.515128284
TCM_08091	-0.278365984	0.677121146	Not DE	juv	NA	19.19662086	21.2636997	25.35868089
TCM_08092	-1.729322403	0.155913458	Not DE	juv	NA	661.4033388	315.6377462	996.5459531
TCM_08093	-1.354317077	0.479004485	Not DE	juv	1.0745	787.9943641	477.9329348	1148.339508
TCM_08094	-0.737237905	0.480117544	Not DE	juv	0.2614	158.8927116	80.30637236	124.9268748
TCM_08095	0.213515817	0.873161396	Not DE	juv	0.0369	18.64152476	14.98832471	12.27391364
TCM_08096	0.107690186	0.940781274	Not DE	juv	0.0898	10.51778876	7.098722758	6.540939945
TCM_08097	-0.185907419	0.815744745	Not DE	juv	0.4549	71.85867356	67.98588119	75.36376454
TCM_08098	0.42772774	0.521135927	Not DE	juv	0.0149	35.62743098	48.77699091	36.1237781
TCM_08099	1.541562425	0.349305359	Not DE	juv	0.1222	15.63859192	24.3153731	8.616270232
TCM_08100	0.126373977	0.862678503	Not DE	juv	0.3495	9.336153707	13.79382305	12.49815683
TCM_08101	0.323283307	0.782833813	Not DE	juv	0.1056	17.63260097	16.69499427	13.48673561
TCM_08102	0.305430247	0.708793621	Not DE	juv	0.0379	31.95962813	30.35727455	24.77778693
TCM_08103	-0.512715	0.640397293	Not DE	juv	NA	74.76363596	44.55835667	60.02355234
TCM_08104	-0.117442852	0.889063614	Not DE	juv	0.001	46.130379	44.00161049	46.63627047
TCM_08105	0.197005351	0.803957697	Not DE	juv	NA	11.01112669	14.17799313	12.46931361
TCM_08106	-0.135139682	0.852402852	Not DE	juv	NA	16.10384292	21.72007469	23.63433544
TCM_08107	-1.219167301	0.073550347	Not DE	juv	0.2398	11.59662445	9.348064823	21.1175199
TCM_08108	0.609326188	0.706719796	Not DE	juv	NA	10.67829574	10.76406181	7.470243102
TCM_08111	-1.853199405	0.016419284	Any_m_biased	juv	0.001	5.477938769	2.365905769	8.378476041
TCM_08112	1.218686694	0.521135927	Not DE	juv	NA	15.72472679	34.02554792	16.09233815
TCM_08113	0.989804206	0.801096507	Not DE	juv	NA	1.892653489	4.638873087	2.677366726
TCM_08116	-4.270211288	0.474964718	Not DE	juv	NA	12.52913069	2.449249525	43.68213709
TCM_08118	0.885167706	0.311348558	Not DE	juv	NA	4.484846443	10.72908809	5.914567062
TCM_08119	0.149579621	0.93336865	Not DE	juv	NA	5.83453126	5.108069535	4.549476856
TCM_08120	0.01260045	0.994259788	Not DE	juv	NA	12.71876753	9.380085801	9.038723418
TCM_08121	-2.08478537	0.364705452	Not DE	juv	NA	3.649677135	0.30033836	1.202059315
TCM_08122	-0.071908522	0.938146828	Not DE	juv	0.319	54.93230053	67.88769842	70.78527873
TCM_08123	-0.041571856	0.9815023	Not DE	juv	0.001	14.02430728	3.573559549	3.662199457
TCM_08125	0.36840516	0.615255805	Not DE	juv	NA	708.1371705	941.9308707	733.1750351
TCM_08126	0.048095868	0.958313019	Not DE	juv	0.3864	28.95559	27.67337789	26.65287768
TCM_08127	-0.309256625	0.805073282	Not DE	juv	NA	5.74435577	8.747926263	10.59986914
TCM_08128	-0.523435816	0.498954011	Not DE	juv	NA	25.6622123	33.60788891	47.43494874
TCM_08129	0.061056447	0.944349874	Not DE	juv	0.001	32.73246194	38.5840606	36.67367475
TCM_08130	0.059681805	0.99211207	Not DE	juv	0.4457	2.154893067	0.801208305	0.856831182
TCM_08131	0.411908864	0.814686255	Not DE	juv	0.0136	7.304079682	16.25158531	12.77497199
TCM_08132	0.066724102	0.974169929	Not DE	juv	NA	1.493979265	1.535519559	1.450386859
TCM_08133	0.840047565	0.742934388	Not DE	juv	NA	1.012668514	0.621018395	0.383251069
TCM_08134	-0.229878925	0.792303047	Not DE	juv	0.6133	37.03021884	38.98531449	44.32057254
TCM_08135	0.523016283	0.631579981	Not DE	juv	0.0867	11.96857486	15.35264794	11.18672301
TCM_08136	-0.573128322	0.535703097	Not DE	juv	NA	6.329286286	3.836869635	5.74416481
TCM_08137	0.125950175	0.971118985	Not DE	juv	NA	2.822197249	1.148793455	1.123304926
TCM_08139	-0.071042199	0.926171331	Not DE	juv	0.4615	17.88896537	18.56567932	19.23761394
TCM_08140	-0.183047037	0.900411371	Not DE	juv	0.3949	16.7586602	23.58893053	26.82517793
TCM_08141	-1.132563186	0.480007684	Not DE	juv	NA	7.020241423	5.540657846	11.96292352
TCM_08142	0.522255288	0.379980322	Not DE	juv	0.0224	23.2278472	23.70226287	16.65390237
TCM_08143	1.889676639	0.671311622	Not DE	juv	0.195	36.95605404	204.9201228	55.41175922
TCM_08144	1.79060391	0.638797671	Not DE	juv	0.3093	9.274420422	46.92891975	13.79437014
TCM_08145	-0.165567102	0.841634798	Not DE	juv	0.001	319.2730315	346.4847723	381.7787786
TCM_08146	-0.508538723	0.601187653	Not DE	juv	0.001	38.64037232	24.598724	33.29658786
TCM_08147	-0.206815293	0.820610676	Not DE	juv	NA	24.25981016	26.45677972	30.63776323
TCM_08148	-0.178555285	0.810034605	Not DE	juv	0.068	18.2803554	12.4841807	14.06297479
TCM_08149	0.427616576	0.582651033	Not DE	juv	NA	13.91019319	14.47072865	10.79015179
TCM_08150	0.096298047	0.909190564	Not DE	juv	0.001	13.77843902	12.65873338	11.71298877
TCM_08151	0.681300282	0.689376675	Not DE	juv	0.2519	12.01693529	11.6008373	7.753772359
TCM_08152	0.026681053	0.981701927	Not DE	juv	0.001	11.59494336	12.11162088	11.94996008
TCM_08153	0.120414119	0.852427233	Not DE	juv	0.0749	104.6767442	116.295225	106.1745529
TCM_08154	-0.056561189	0.96901029	Not DE	juv	0.001	29.57934171	46.44018772	46.09007042
TCM_08155	-0.135208276	0.894145451	Not DE	juv	0.001	82.12434004	82.70934474	89.33031912
TCM_08156	0.486479754	0.626987993	Not DE	juv	0.1761	132.5966549	287.2970072	209.5902049
TCM_08157	1.201795597	0.681403784	Not DE	juv	NA	9.887873407	7.074958506	3.524809058
TCM_08158	2.863893948	0.184648301	Not DE	juv	NA	0.710449836	3.256329621	0.436029742
TCM_08159	0.398211821	0.585682612	Not DE	juv	NA	158.5007363	174.6755365	130.6719697
TCM_08160	0.920456665	0.369942381	Not DE	juv	NA	20.96685345	30.27632998	16.58346346
TCM_08161	-0.35141654	0.770844895	Not DE	juv	0.1748	3.8829158	1.39501822	1.718979391
TCM_08162	-0.783570707	0.593081699	Not DE	juv	0.001	10.73051265	4.471646132	7.276470271
TCM_08163	0.92187297	0.754584185	Not DE	juv	NA	0.67395679	1.505942932	0.836509804
TCM_08164	0.126820156	0.86300246	Not DE	juv	0.095	9.866507396	11.5166933	10.56290696
TCM_08165	-0.398958476	0.626987993	Not DE	juv	0.2555	94.33986333	41.43604395	52.72618356
TCM_08166	0.809173928	0.472979032	Not DE	juv	NA	23.47101078	35.90817601	21.35356808
TCM_08167	0.058410391	0.931840934	Not DE	juv	0.0461	56.14816222	65.92637953	62.41283634
TCM_08168	0.110260621	0.852402852	Not DE	juv	0.2094	33.10795204	39.60728837	36.16691682
TCM_08169	0.282018506	0.840015939	Not DE	juv	NA	1.435135456	1.310817603	1.096284691
TCM_08170	0.1920889	0.808620279	Not DE	juv	0.0907	22.10212303	23.59774301	20.23414373
TCM_08171	0.874203049	0.821547044	Not DE	juv	4.4793	10.76273299	25.54671842	13.40042172
TCM_08172	-0.636536066	0.546867016	Not DE	juv	0.2188	87.89761714	93.31227133	138.2001129
TCM_08173	0.006409715	0.996862632	Not DE	juv	0.0741	4.449023739	7.133142991	7.425844102
TCM_08174	0.354610407	0.637367673	Not DE	juv	0.2747	149.8451418	160.4152233	126.3830269
TCM_08175	0.696243329	0.472979032	Not DE	juv	0.4374	17.63608627	24.28878909	15.44537613
TCM_08176	-0.578103532	0.623494626	Not DE	juv	NA	236.8757092	183.6366424	257.1990577
TCM_08180	0.02223345	0.990100525	Not DE	juv	NA	4.315907471	3.929308129	3.925691272
TCM_08181	-0.337176969	0.611685181	Not DE	juv	NA	18.63528002	13.68861002	17.19794446
TCM_08182	0.185026072	0.943679881	Not DE	juv	NA	2.416195852	0.758095637	0.722537693
TCM_08184	0.053962875	0.988730977	Not DE	juv	0.001	8.394657637	5.286852974	5.384856911
TCM_08185	0.31236311	0.774886229	Not DE	juv	0.2289	25.33260251	23.66289118	18.64279458
TCM_08186	0.064247597	0.973465166	Not DE	juv	NA	3.422426374	2.784307666	2.588977477
TCM_08187	0.48023195	0.586159954	Not DE	juv	NA	40.1652825	26.18570753	18.10884743
TCM_08188	0.137996136	0.939584105	Not DE	juv	NA	2.964765252	0.989101749	0.916137521
TCM_08189	-0.461498737	0.84790997	Not DE	juv	NA	11.71837275	1.044366653	1.549377307
TCM_08190	0.042953808	0.96470392	Not DE	juv	0.0761	17.55589305	19.40166118	19.23803813
TCM_08191	-0.193796714	0.783443093	Not DE	juv	0.6012	73.00425903	38.95808098	43.56805287
TCM_08192	0.428310836	0.517998449	Not DE	juv	0.1706	31.6353377	32.5580199	24.4638355
TCM_08193	0.181487804	0.763038113	Not DE	juv	0.1945	41.88630549	62.37900416	54.06710955
TCM_08194	-0.528718291	0.521135927	Not DE	juv	NA	75.73806507	52.33960081	72.95219576
TCM_08196	-0.100904153	0.92600377	Not DE	juv	0.001	44.22445401	52.47096772	55.93504453
TCM_08197	-0.194327461	0.854073599	Not DE	juv	0.001	16.41023927	15.07353544	16.73781447
TCM_08198	-0.079670341	0.943679881	Not DE	juv	0.001	274.7447749	60.8649282	63.26894088
TCM_08199	0.33971089	0.73800331	Not DE	juv	NA	6.992730992	5.567385759	4.463785481
TCM_08200	0.452910262	0.892625419	Not DE	juv	NA	5.027627968	8.400972332	6.448390835
TCM_08201	-0.132157632	0.942221947	Not DE	juv	NA	4.861588731	3.821075059	4.361604066
TCM_08202	-0.074856849	0.959479286	Not DE	juv	NA	59.4231679	59.58267333	61.86192332
TCM_08203	0.715208552	0.457267476	Not DE	juv	0.0552	17.66250417	16.22927167	9.937423847
TCM_08205	-0.222575594	0.782833813	Not DE	juv	NA	54.43610288	58.63590264	66.07318133
TCM_08206	-0.442715649	0.570417209	Not DE	juv	NA	77.6494944	47.93853359	63.22942913
TCM_08207	-0.201321174	0.763118644	Not DE	juv	NA	79.08348736	111.0567081	126.0300205
TCM_08208	-0.209752926	0.814151695	Not DE	juv	0.0482	17.37421501	16.93219134	19.86968713
TCM_08209	0.29308972	0.695111332	Not DE	juv	NA	16.19464398	15.50840134	12.41108084
TCM_08210	0.671785079	0.690048664	Not DE	juv	0.1402	17.02762807	20.0377349	12.85124197
TCM_08211	-0.394020159	0.61724255	Not DE	juv	0.001	33.46569713	34.30907483	43.95630356
TCM_08212	0.258218456	0.897731259	Not DE	juv	NA	2.558110537	3.545121496	2.981398452
TCM_08213	-0.797498936	0.445149937	Not DE	juv	0.0765	308.4176408	148.5499117	252.0829341
TCM_08214	-0.096732092	0.926003305	Not DE	juv	NA	26.15225924	23.54829612	25.22699974
TCM_08215	0.01750589	0.991941955	Not DE	juv	NA	87.75757173	88.34843728	86.74030049
TCM_08216	-3.427501299	0.221089908	Not DE	juv	NA	53.10349688	0.563123021	5.593531485
TCM_08217	0.06131071	0.96470392	Not DE	juv	0.0423	91.04968509	69.71495858	67.05068375
TCM_08218	-0.161716908	0.9312342	Not DE	juv	NA	21.0056845	29.06301029	32.44146502
TCM_08219	0.266313995	0.792303047	Not DE	juv	0.052	17.72841284	21.05267812	17.79876062
TCM_08220	-0.056459852	0.980078215	Not DE	juv	0.3076	14.05709686	16.79291198	16.5105851
TCM_08221	0.286643255	0.593780457	Not DE	juv	0.0502	81.77394605	89.49451457	72.78326268
TCM_08222	0.017985802	0.990270782	Not DE	juv	NA	231.5706325	369.5305901	354.7703302
TCM_08223	0.125649736	0.921595446	Not DE	juv	NA	23.20883009	29.262889	27.13282441
TCM_08224	0.804166694	0.356505477	Not DE	juv	NA	5.948155415	8.493474836	4.89854279
TCM_08225	0.402312397	0.827411918	Not DE	juv	0.6207	0.916363244	0.691278371	0.494360066
TCM_08227	-0.27635029	0.811029867	Not DE	juv	0.0787	16.16110959	10.59654599	12.40056353
TCM_08228	0.049539632	0.96901029	Not DE	juv	0.4173	79.48958356	177.5268677	169.2984076
TCM_08229	-0.121776158	0.851498373	Not DE	juv	0.1606	80.23457634	65.72103778	70.65161558
TCM_08230	-0.179979493	0.808448636	Not DE	juv	0.1591	41.06340281	40.05321563	44.51407757
TCM_08231	0.514839684	0.698908435	Not DE	juv	0.3063	2.258006502	2.748475321	1.981102157
TCM_08232	-0.18485414	0.82056291	Not DE	juv	0.2265	60.00586553	79.96615397	89.26216813
TCM_08233	-0.116836854	0.933631347	Not DE	juv	0.1102	434.6474135	515.1505797	539.8327976
TCM_08234	-0.173073126	0.768941876	Not DE	juv	0.5667	38.94132904	37.92293708	42.03388443
TCM_08236	-0.094234786	0.969907925	Not DE	juv	0.2389	135.871637	113.6537925	115.0414234
TCM_08237	-0.119989649	0.906061931	Not DE	juv	NA	5.692124667	7.173633126	7.700541805
TCM_08238	-0.036194333	0.980888566	Not DE	juv	0.5441	31.57334202	41.36101232	44.4297896
TCM_08239	-0.751307555	0.707486488	Not DE	juv	NA	1.65512446	0.79305609	1.198404551
TCM_08240	-1.181414383	0.339504902	Not DE	juv	NA	62.39603327	28.83061933	61.07618641
TCM_08241	-0.314437944	0.629033469	Not DE	juv	0.5705	49.918198	45.40534202	54.93852768
TCM_08242	0.27748666	0.743481423	Not DE	juv	0.1384	2258.227052	3495.550107	2890.779473
TCM_08243	-0.686408684	0.571243013	Not DE	juv	NA	2.956843139	0.795571072	1.295778762
TCM_08244	-0.097362735	0.96012808	Not DE	juv	NA	3.457299914	0.77794553	0.866390886
TCM_08245	0.028884785	0.974294771	Not DE	juv	0.096	57.22747931	41.79939385	39.8686651
TCM_08247	0.059182403	0.956532482	Not DE	juv	NA	25.85078509	17.32004427	17.07919818
TCM_08248	0.13608951	0.856582509	Not DE	juv	0.0344	5142.500783	7072.008911	6208.431565
TCM_08251	0.375063592	0.569385601	Not DE	juv	0.001	52.28621003	88.38914201	68.21023861
TCM_08252	0.360481108	0.619921703	Not DE	juv	0.4504	22.34705222	34.85638463	26.91915792
TCM_08253	0.00155223	0.998615092	Not DE	juv	0.2204	88.78504535	121.3941221	119.2486692
TCM_08254	0.023982638	0.988007327	Not DE	juv	0.0927	15.17638104	5.634112027	5.302859623
TCM_08255	-0.028593895	0.973422289	Not DE	juv	NA	43.43356046	35.98558086	35.75836017
TCM_08256	0.35077864	0.728771908	Not DE	juv	0.3162	13.91860839	8.613263848	6.634306552
TCM_08257	-6.177275354	0.002337108	M_biased	juv	0.3462	0.670905245	0.035105769	2.949037463
TCM_08258	0.152254493	0.792303047	Not DE	juv	0.1467	80.47939436	86.04396728	75.83702867
TCM_08259	-0.224906375	0.877769052	Not DE	juv	NA	19.69844768	14.53430794	17.27002569
TCM_08260	-0.206304268	0.717329646	Not DE	juv	NA	45.77988843	53.56137601	60.85362641
TCM_08261	-0.634895823	0.511954878	Not DE	juv	0.001	23.47616625	17.53884437	26.92593357
TCM_08262	0.017281225	0.984442855	Not DE	juv	0.0797	95.63058127	115.6461161	112.6114498
TCM_08263	-0.4139106	0.639134072	Not DE	juv	1.2918	48.30573554	25.94663129	33.54340294
TCM_08264	1.326831501	0.424352356	Not DE	juv	NA	17.54691719	28.60273368	11.42929486
TCM_08265	0.019195147	0.984371522	Not DE	juv	0.0728	9.896923804	15.32853776	15.07966173
TCM_08266	-0.257695468	0.827566031	Not DE	juv	NA	3.944804731	2.636436524	3.177790531
TCM_08267	0.39283669	0.65795865	Not DE	juv	0.001	479.9828453	779.0968179	596.7708654
TCM_08268	0.943658712	0.319665486	Not DE	juv	NA	19.72896401	31.28341182	16.64749261
TCM_08269	-4.256489977	0.180409226	Not DE	juv	NA	1.407470469	0.087885518	1.747433885
TCM_08270	-0.144446358	0.905772528	Not DE	juv	0.001	3.51690114	3.974990094	4.386952553
TCM_08271	0.190653081	0.834428453	Not DE	juv	NA	25.8779497	27.62780881	24.42828049
TCM_08272	0.086111208	0.938146828	Not DE	juv	NA	39.43166541	38.41403793	36.34957278
TCM_08273	-0.193469691	0.844464095	Not DE	juv	0.4167	4.840745762	5.524759536	6.272240163
TCM_08274	0.637910445	0.756778633	Not DE	juv	NA	4.355256197	2.572819775	1.782067687
TCM_08275	-0.102217949	0.889375893	Not DE	juv	NA	18.42260221	12.5026728	13.3027757
TCM_08276	0.151183968	0.891530491	Not DE	juv	0.2091	16.26864397	12.39374504	11.12761736
TCM_08277	0.130822648	0.823503933	Not DE	juv	0.0349	78.34080132	97.98939108	88.62826678
TCM_08278	-0.538371779	0.472979032	Not DE	juv	NA	44.35118965	25.17872737	35.55244264
TCM_08279	-1.176536072	0.272294139	Not DE	juv	NA	1.235017412	1.044560407	2.372827697
TCM_08280	0.185003646	0.82591112	Not DE	juv	0.0032	7031.693596	6043.805979	5224.976753
TCM_08281	0.16515303	0.870416725	Not DE	juv	0.0376	1152.025935	590.2789925	522.0708502
TCM_08283	-0.173131211	0.905601702	Not DE	juv	NA	4.933840945	2.810068871	3.174137395
TCM_08284	-0.111829596	0.959525492	Not DE	juv	0.4168	4.28376593	4.35512293	4.559171425
TCM_08285	-0.263463264	0.779094712	Not DE	juv	NA	14.90167519	8.07246108	9.688466867
TCM_08286	-0.229699314	0.707880505	Not DE	juv	0.001	103.2362442	128.31453	148.4634806
TCM_08287	0.213785514	0.814151695	Not DE	juv	1.1481	250.693437	351.958252	296.8387366
TCM_08288	0.777803114	0.565678456	Not DE	juv	NA	24.82731204	28.35825287	17.19767436
TCM_08289	0.096865694	0.96139592	Not DE	juv	0.2295	6.540720998	6.575172819	6.546837065
TCM_08290	-0.592672796	0.541539503	Not DE	juv	NA	82.52869634	48.11459647	71.2188518
TCM_08291	-0.824421832	0.410937701	Not DE	juv	0.001	2.877027141	1.413146758	2.474145511
TCM_08292	-0.318320179	0.771482305	Not DE	juv	0.2887	4.865972674	3.597178485	4.434241161
TCM_08293	0.450960038	0.800805374	Not DE	juv	NA	3.301624081	7.381256617	5.782746898
TCM_08294	0.041103022	0.959525492	Not DE	juv	0.0548	45.06213295	48.39531879	46.20506532
TCM_08295	-0.08453689	0.935283611	Not DE	juv	0.001	79.58803745	102.8151665	111.2271272
TCM_08296	-0.264532244	0.834155879	Not DE	juv	0.1089	28.7015125	10.88755816	13.15590226
TCM_08297	0.133482367	0.906333018	Not DE	juv	0.5282	11.37813056	16.22616901	15.00184998
TCM_08298	0.140127717	0.871807319	Not DE	juv	NA	31.62732723	39.32940879	35.30392902
TCM_08299	0.136100975	0.830073275	Not DE	juv	NA	29.95834065	40.03456251	36.10573397
TCM_08300	-0.387740195	0.671602777	Not DE	juv	NA	7.306199013	7.742356157	9.94376521
TCM_08301	-0.139933149	0.938146828	Not DE	juv	0.001	0.743945486	0.813263664	0.916996258
TCM_08302	0.291565654	0.732050183	Not DE	juv	0.2771	52.75587951	61.80304749	51.34271756
TCM_08303	-0.039604387	0.973422289	Not DE	juv	NA	46.09027782	64.05819092	63.95619652
TCM_08304	-0.464493882	0.660891697	Not DE	juv	0.1825	20.50885416	18.30250891	24.53289102
TCM_08305	-0.478824492	0.614784548	Not DE	juv	0.8064	8.307298702	7.881840289	11.02305221
TCM_08306	0.732751743	0.644119943	Not DE	juv	0.4292	26.7018008	20.92226903	13.50535293
TCM_08307	0.04746606	0.986529133	Not DE	juv	0.1572	9.718173817	2.805426416	2.857115361
TCM_08308	0.585053708	0.599870462	Not DE	juv	0.2711	11.19017458	11.53385689	7.848593429
TCM_08309	-0.850658104	0.687148224	Not DE	juv	NA	2.650788773	1.413660969	2.428226221
TCM_08310	0.494234053	0.743042829	Not DE	juv	NA	1.725155191	1.223386644	0.879381885
TCM_08311	0.172531731	0.814686255	Not DE	juv	0.3753	83.68433466	93.46866918	81.88004391
TCM_08312	-0.001145197	0.999464477	Not DE	juv	0.5266	9.418963103	8.489966597	8.400300649
TCM_08313	-0.058638464	0.94403375	Not DE	juv	0.001	1536.771939	1634.457671	1665.321653
TCM_08314	0.098498856	0.893804936	Not DE	juv	0.001	66.60409336	73.65889583	68.1338407
TCM_08315	-0.266905448	0.889041461	Not DE	juv	NA	0.8907503	0.604544161	0.723161237
TCM_08316	-0.188693446	0.921741303	Not DE	juv	0.0731	7.23281495	5.730166311	6.621841251
TCM_08317	-0.126082932	0.864563229	Not DE	juv	NA	49.76128783	34.82837614	38.27373474
TCM_08318	0.315185352	0.637980082	Not DE	juv	0.2784	17.2273885	28.79765627	23.09500268
TCM_08319	-0.121825746	0.878064402	Not DE	juv	NA	11.61808635	15.6258747	16.59698975
TCM_08320	-0.275771244	0.820795848	Not DE	juv	0.636	5.525450414	7.578267768	9.131798959
TCM_08321	0.815616352	0.288378584	Not DE	juv	0.3056	78.73420537	91.13941145	54.03883542
TCM_08322	0.036016054	0.993733525	Not DE	juv	NA	6.773125248	7.58215642	7.657727971
TCM_08323	0.157816011	0.942104169	Not DE	juv	NA	5.301789899	4.273383519	3.991628481
TCM_08325	0.679035469	0.654032874	Not DE	juv	NA	5.673064546	6.728856876	4.284361786
TCM_08326	1.596601479	0.396250955	Not DE	juv	NA	28.02640285	66.89123732	22.48136345
